DOMAIN	ACCESSION	Exophiala_alcalophila	Exophiala_crusticola	Exophiala_lecanii-corni	Exophiala_mesophila	Exophiala_sideris	Exophiala_spinifera	Exophiala_viscosa	Exophiala_xenobiotica
Nfu_N	PF08712.16	1	1	1	1	1	1	1	1
Profilin	PF00235.24	1	1	1	1	1	1	1	1
RINT1_TIP1	PF04437.18	1	1	2	1	1	1	0	1
Rad52_Rad22	PF04098.20	1	1	1	1	1	1	1	1
Fer4_17	PF13534.11	1	1	1	1	1	1	1	1
Exportin-T	PF19282.4	1	1	1	1	1	1	1	1
D123	PF07065.19	1	1	1	1	1	1	1	1
NDK	PF00334.24	1	1	1	1	1	1	1	1
Ribonuc_red_lgC	PF02867.20	1	1	1	1	1	1	1	1
SURF4	PF02077.20	1	1	1	1	1	1	1	1
Ribonuc_red_sm	PF00268.26	1	1	1	1	1	1	1	1
DUF2370	PF10176.14	1	1	1	1	1	1	1	1
zf-MIZ	PF02891.25	1	1	1	2	1	0	1	1
COX6A	PF02046.20	1	1	1	1	1	1	1	1
RRP40_S1	PF21262.2	1	1	1	1	1	1	1	1
DUF6314	PF19834.4	1	1	1	1	1	1	1	1
SF3a60_bindingd	PF12108.13	1	1	1	1	1	1	1	1
CLASP_N	PF12348.13	1	1	1	1	1	1	1	1
Fringe	PF02434.21	0	0	1	1	2	2	1	1
D-Glu_cyclase	PF07286.17	1	1	1	1	1	1	1	1
ABA_GPCR	PF12430.13	1	1	1	1	1	1	1	1
PheRS_DBD3	PF18553.6	1	1	1	1	1	1	1	1
XRN1_D1	PF18332.6	1	1	1	1	1	1	1	1
Ribosomal_S16	PF00886.24	1	1	1	1	1	1	1	1
Rax2	PF12768.12	1	1	1	1	1	1	1	1
End3	PF12761.12	1	1	1	1	1	1	1	1
HHH	PF00633.28	1	1	1	1	1	1	1	1
Efg1	PF10153.14	1	1	1	1	1	1	1	1
OHCU_decarbox	PF09349.15	1	1	1	1	1	1	1	1
Drf_GBD	PF06371.18	1	1	2	0	1	1	1	1
TreT_GT1	PF21269.2	1	1	1	1	1	1	1	1
Reprolysin_5	PF13688.11	1	1	1	1	1	1	1	1
NDSU1_4Fe-4S	PF22151.1	1	1	1	1	1	1	1	1
SRP-alpha_N	PF04086.18	1	1	1	1	1	1	1	1
VPS28	PF03997.17	1	1	1	1	1	1	1	1
Uds1	PF15456.11	1	1	1	1	1	1	1	1
SAM_decarbox	PF01536.21	1	1	1	1	1	1	1	1
DUF4336	PF14234.11	1	1	1	1	1	1	1	1
Glyco_hydro_65N	PF03636.20	1	1	1	1	1	1	1	1
EFTUD2	PF16004.10	1	1	1	1	1	1	1	1
CTNNBL	PF08216.16	1	1	1	1	1	1	1	1
Ribosomal_L44	PF00935.24	1	1	1	1	1	1	1	1
Utp13	PF08625.16	1	1	1	1	1	1	1	1
Sin3_corepress	PF08295.17	1	1	1	1	1	1	1	1
CLP_protease	PF00574.28	1	1	1	1	1	1	1	1
Nup54	PF13874.11	1	1	1	1	1	1	1	1
KA1	PF02149.24	1	1	1	1	1	1	1	1
ATP-sulfurylase	PF01747.22	1	1	1	1	1	1	1	1
GCV_H	PF01597.24	1	1	1	1	1	1	1	1
Choline_sulf_C	PF12411.13	1	1	1	1	1	1	1	1
Mis12	PF05859.17	1	1	1	1	1	1	1	1
V-ATPase_G	PF03179.20	1	1	1	1	1	1	1	1
I_LWEQ	PF01608.22	1	1	1	1	1	1	1	1
Pept_tRNA_hydro	PF01195.24	1	1	1	1	1	1	1	1
Telomerase_RBD	PF12009.13	1	1	1	1	1	1	1	1
Fer2_3	PF13085.11	1	1	1	1	1	1	1	1
Ubiq_cyt_C_chap	PF03981.17	1	1	1	1	1	1	1	1
NOB1_Zn_bind	PF08772.16	1	1	1	1	1	1	1	1
Ribosomal_L12	PF00542.24	1	1	1	1	1	1	1	1
Bot1p	PF12298.13	1	1	1	1	1	1	1	1
RNA_pol_Rpb4	PF03874.21	1	1	1	1	1	1	1	1
ORC4_C	PF14629.11	1	1	1	1	1	1	1	1
Pre-SET	PF05033.21	1	1	1	1	1	1	1	1
AMG1_III	PF21404.2	1	1	1	1	1	1	1	1
ParcG	PF10274.14	1	1	1	1	1	1	1	1
Dynamitin	PF04912.19	1	0	1	1	1	0	1	1
Cut8	PF08559.15	1	1	1	1	1	1	1	1
DUF498	PF04430.19	1	1	1	1	1	1	1	1
Glycos_transf_4	PF00953.26	1	1	1	1	1	1	1	1
REPA_OB_2	PF16900.10	1	1	1	1	1	1	1	1
Gta3	PF20978.2	1	1	1	1	1	1	1	1
Med13_N	PF11597.13	1	1	1	1	1	1	1	1
Ac45-VOA1_TM	PF20520.3	1	1	1	1	1	1	1	1
COX6B	PF02297.22	1	1	1	1	0	1	1	2
Arg_tRNA_synt_N	PF03485.21	1	1	1	1	1	1	1	1
GIT1_C	PF12205.13	1	1	1	1	1	1	1	1
Pam17	PF08566.15	1	1	1	1	1	1	1	1
PAF	PF15715.10	1	1	1	1	1	1	1	1
EMC6	PF07019.17	1	1	1	1	1	1	1	1
Rep-A_N	PF04057.17	1	1	1	1	1	1	1	1
Ada3	PF10198.14	1	1	1	1	1	1	1	1
zf-C5HC2	PF02928.21	1	1	1	1	1	1	1	1
TPK_catalytic	PF04263.21	1	1	1	1	1	1	1	1
Nup188_C	PF18378.6	1	1	1	1	1	1	1	1
RNA_pol_Rpb8	PF03870.20	1	1	1	1	1	1	1	1
ATP-synt_D	PF01813.22	1	1	1	1	1	1	1	1
Gp_dh_C	PF02800.25	1	1	1	1	1	1	1	1
UVB_sens_prot	PF04884.19	1	1	1	1	1	1	1	1
NAPRTase_N	PF17767.6	1	1	1	1	1	1	1	1
SF3A3	PF16837.10	1	1	1	1	1	1	1	1
TRAP_alpha	PF03896.21	1	1	1	1	1	1	1	1
tRNA_bind	PF01588.25	1	1	1	1	1	1	1	1
Rax2_3	PF20843.3	1	1	1	1	1	1	1	1
Mago-bind	PF09282.15	1	1	1	1	1	1	1	1
Bestrophin	PF01062.26	1	1	1	1	1	1	1	1
EF_assoc_2	PF08356.17	1	1	1	1	1	1	1	1
Alb1	PF09135.16	1	1	1	1	1	1	1	1
Alpha-amylase_C	PF02806.23	1	1	1	1	1	1	1	1
Pantoate_ligase	PF02569.20	1	1	1	1	1	1	1	1
Peptidase_C97	PF05903.19	1	1	1	1	1	1	1	1
Rif1_N	PF12231.13	1	1	1	1	1	1	1	1
Importin_rep_6	PF18829.6	1	1	1	1	1	1	1	1
MCM4_WHD	PF21128.2	1	1	1	1	1	1	1	1
PBP2_Ca3427_like	PF22384.1	1	1	1	1	1	1	1	1
CRM1_repeat	PF18777.6	1	1	1	1	1	1	1	1
Tctex-1	PF03645.18	1	1	1	1	1	1	1	1
Sec6	PF06046.18	1	1	1	1	1	1	1	1
Urease_alpha	PF00449.25	1	1	1	1	1	1	1	1
DUF2458	PF10454.14	1	1	1	1	1	1	1	1
V-SNARE	PF05008.20	1	1	1	1	1	1	1	1
TFCD_C	PF12612.13	1	1	1	1	1	1	1	1
P16-Arc	PF04699.19	1	1	1	1	1	1	1	1
PCNA_C	PF02747.20	1	1	1	1	1	1	1	1
NAD_binding_5	PF07994.17	1	1	1	1	1	1	1	1
INO80_Ies4	PF08193.16	1	1	1	1	1	1	1	1
Telomere_reg-2	PF10193.14	1	1	1	1	1	1	1	1
MAT1	PF06391.18	1	1	1	1	1	1	1	1
Mannitol_dh_C	PF08125.18	1	1	1	1	1	1	1	1
Rpn9_C	PF18261.6	1	1	1	1	1	1	1	1
NACHT_N	PF17100.10	0	0	1	1	1	2	1	2
DUF6540	PF20174.3	2	0	0	1	0	4	1	0
RRP4_S1	PF21266.2	1	1	1	1	1	1	1	1
Fumble	PF03630.19	1	1	1	1	1	1	1	1
Reductase_C	PF14759.11	1	1	1	1	1	1	1	1
SKN1_KRE6_Sbg1	PF03935.21	1	1	1	1	1	1	1	1
Mit_ribos_Mrp51	PF11709.13	1	1	1	1	1	1	1	1
PFU	PF09070.16	1	1	1	1	1	1	1	1
OATP	PF03137.25	0	2	1	0	1	2	1	1
Syntaxin_2	PF14523.11	1	1	1	1	1	1	1	1
Vwaint	PF14624.11	1	1	1	1	1	1	1	1
Mit_KHE1	PF10173.14	1	1	1	1	1	1	1	1
Nnf1	PF03980.19	1	1	1	1	1	1	1	1
ANAPC4	PF12896.12	1	1	1	1	1	1	1	1
Serinc	PF03348.20	1	1	1	1	1	1	1	1
G6PD_N	PF00479.27	1	1	1	1	1	1	1	1
ATP12	PF07542.16	1	1	1	1	1	1	1	1
TF_Zn_Ribbon	PF08271.17	1	1	1	1	1	1	1	1
RNase_P_pop3	PF08228.16	1	2	2	1	1	0	1	0
Acetyltransf_4	PF13420.12	0	1	2	2	0	2	0	1
CK_II_beta	PF01214.23	1	1	2	1	1	0	1	1
GPAT_C	PF19277.4	1	1	1	1	1	1	1	1
Complex1_49kDa	PF00346.24	1	1	1	1	1	1	1	1
PRAI	PF00697.27	1	1	1	1	1	1	1	1
CBM_21	PF03370.18	1	1	1	1	1	1	1	1
Dopey_N	PF04118.19	1	1	1	1	1	1	1	1
AAA_6	PF12774.12	1	1	1	1	1	1	1	1
CAS_CSE1	PF03378.20	1	1	1	1	1	1	1	1
Tam41_Mmp37	PF09139.16	1	1	1	1	1	1	1	1
Ribosomal_S3Ae	PF01015.23	1	1	1	1	1	1	1	1
Ceramidse_alk_C	PF17048.10	1	1	1	1	1	1	1	1
Urease_gamma	PF00547.23	1	1	1	1	1	1	1	1
EF_assoc_1	PF08355.17	1	1	1	1	1	1	1	1
Pirin_C	PF05726.18	1	1	1	1	1	1	1	1
FmiP_Thoc5	PF09766.14	1	1	1	1	1	1	1	1
RICTOR_N	PF14664.11	1	1	1	1	1	1	1	1
EMG1	PF03587.19	1	1	1	1	1	1	1	1
MAM33	PF02330.21	1	1	1	1	1	1	1	1
Clathrin_H_link	PF13838.11	1	1	1	1	1	1	1	1
RNA_pol_I_A49	PF06870.17	1	1	1	1	1	1	1	1
HRQ1_WHD	PF22982.1	1	1	1	1	1	1	1	1
Ribosomal_L27e	PF01777.23	1	1	1	1	1	1	1	1
RICTOR_M	PF14666.11	1	1	1	1	1	1	1	1
HPIH	PF13323.11	1	1	1	1	1	1	1	1
KRE1	PF17056.10	1	1	1	1	1	1	1	1
DUF4078	PF13300.11	1	1	1	1	0	1	1	1
WD40_4	PF16300.10	1	1	1	0	1	1	1	1
NPL4	PF05021.20	1	1	1	1	1	0	1	1
MS_TIM-barrel	PF01274.27	1	1	1	1	1	0	1	1
EF-1_beta_acid	PF10587.14	1	1	1	1	1	1	0	1
zf-NPL4	PF05020.20	1	1	1	1	1	0	1	1
USP7_ICP0_bdg	PF12436.13	1	0	1	1	1	1	1	1
RNase_P_p30	PF01876.21	0	1	1	1	1	1	1	1
Maf	PF02545.19	1	1	1	0	1	1	1	1
LETM1_RBD	PF07766.18	0	1	1	1	1	1	1	1
FGAR-AT_PurM_N-like	PF22689.1	1	1	1	1	1	0	1	1
GGA_N-GAT	PF18308.6	1	1	0	1	1	1	1	1
MS_C	PF20659.2	1	1	1	1	1	0	1	1
Ima1_N	PF09779.14	1	1	1	1	0	1	1	1
CPL	PF08144.16	1	1	1	1	1	1	1	0
DMAP_binding	PF06464.16	1	0	1	1	1	1	1	1
BLTP1_N	PF20413.3	1	1	0	1	1	1	1	1
Sec20	PF03908.18	1	1	0	1	1	1	1	1
WGG	PF10273.14	0	1	1	1	1	1	1	1
Ssu72	PF04722.18	1	1	1	1	0	1	1	1
DUF92	PF01940.21	0	1	1	1	1	1	1	1
Nucleos_tra2_C	PF07662.18	1	1	1	1	1	0	2	0
Nrd1-Seb1_dom2	PF21380.2	1	1	1	1	1	1	0	1
KH_11	PF22952.1	1	0	1	1	1	1	1	1
THOC7	PF05615.18	1	1	1	0	1	1	1	1
PACT_coil_coil	PF10495.14	1	1	1	1	0	1	1	1
Transthyretin	PF00576.26	1	1	1	1	1	1	1	0
IMS_HHH	PF11798.13	0	1	1	1	1	1	1	1
Aft1_HRR	PF11787.13	1	0	1	1	1	1	1	1
SEP	PF08059.18	0	1	1	1	1	1	1	1
SMI1_KNR4	PF09346.15	0	1	1	1	1	1	1	1
DUF924	PF06041.16	1	1	1	1	1	0	1	1
RibD_C	PF01872.22	0	1	1	1	1	1	1	1
MRP-S33	PF08293.16	1	1	1	1	1	1	1	0
Alpha-amy_C_pro	PF09154.15	1	1	0	1	0	2	1	1
SelO	PF02696.19	0	1	1	1	1	1	1	1
Ribosomal_L29	PF00831.28	1	1	1	1	1	0	1	1
JHD	PF17811.6	0	1	1	1	1	1	1	1
Ribosomal_S6	PF01250.22	1	1	1	1	1	1	0	1
HGTP_anticodon2	PF12745.12	1	1	1	0	1	1	1	1
ThiG	PF05690.19	0	1	1	1	1	1	1	1
DUF3694	PF12473.13	1	1	1	1	1	1	1	0
Sec10_N	PF20667.2	1	0	1	1	1	1	1	1
ELMO_CED12	PF04727.18	1	0	1	1	1	1	1	1
Mtf2	PF19189.5	1	0	1	1	1	1	1	1
LacAB_rpiB	PF02502.23	1	0	1	1	1	1	1	1
TANGO2	PF05742.17	1	1	1	1	1	0	1	1
Laa1_Sip1_HTR5	PF20210.3	0	1	1	1	1	1	1	1
YqeY	PF09424.15	1	1	1	1	1	0	1	1
SET_assoc	PF11767.13	1	1	1	1	1	1	0	1
SLX9	PF15341.11	1	1	1	0	1	1	1	1
PEX-1N	PF09262.16	0	1	1	1	1	1	1	1
KAR9	PF08580.15	1	1	1	1	1	0	1	1
TIP120	PF08623.15	1	1	1	0	1	1	1	1
Abhydrolase_11	PF20408.3	1	1	1	1	0	1	1	1
AAA_assoc_2	PF16193.10	1	1	1	1	0	1	1	1
GMP_synt_C	PF00958.27	1	1	1	1	1	0	1	1
CWC25	PF12542.13	1	1	0	1	1	1	1	1
HIRA_B	PF09453.15	1	1	1	0	1	1	1	1
Gate	PF07670.19	1	1	1	1	1	0	2	0
Aft1_HRA	PF11786.13	1	0	1	1	1	1	1	1
Csf1_mid_RBG	PF21678.2	1	1	0	1	1	1	1	1
V_ATPase_I	PF01496.24	1	1	1	1	0	1	1	1
FPN1	PF06963.17	0	1	1	1	1	1	1	1
N-SET	PF11764.13	1	1	1	1	1	1	0	1
SRP40_C	PF05022.17	1	1	1	0	1	1	1	1
ARI1_UBAl	PF21235.2	1	1	1	1	0	1	1	1
Ras_bdg_2	PF14847.11	1	1	1	0	1	1	1	1
Alkyl_sulf_C	PF14864.11	1	2	0	2	0	1	1	0
Coatomer_b_Cpla	PF14806.11	1	1	1	0	1	1	1	1
Intu_longin_1	PF19031.5	1	0	1	1	1	1	1	1
Med14	PF08638.16	1	1	1	1	1	0	1	1
LSO1_2-like	PF22048.1	1	0	1	1	1	1	1	1
zf-RING_16	PF17120.10	2	0	1	1	0	2	1	0
UTP20_N	PF07539.17	1	1	1	1	1	1	0	0
CNNM	PF01595.25	1	1	1	1	1	0	1	1
Spermine_synt_N	PF17284.7	1	1	1	1	0	1	1	1
DUF6919	PF21897.1	1	1	1	0	1	1	1	1
PI31_Prot_C	PF08577.16	1	1	1	1	1	1	0	1
Vps36-NZF-N	PF16988.10	1	1	1	0	1	1	1	1
SYMPK_PTA1_N	PF11935.13	1	1	1	1	1	1	0	1
NADH-u_ox-rdase	PF10785.14	1	0	1	1	1	1	1	1
KAP	PF05804.17	1	1	0	1	1	1	1	1
SM-ATX	PF14438.11	0	1	1	1	1	1	1	1
SPC25	PF06703.16	1	1	1	1	1	1	0	1
GEN1_C	PF18380.6	1	1	1	1	1	1	0	1
Rubis-subs-bind	PF09273.16	1	1	1	1	1	0	0	2
Folliculin	PF11704.13	1	1	1	1	1	1	0	1
PUF_NOP9	PF22493.1	1	1	1	0	2	0	1	1
CBFB_NFYA	PF02045.20	1	1	1	1	1	1	1	0
NAD_Gly3P_dh_N	PF01210.28	2	0	1	1	1	0	1	1
zf-H2C2	PF09337.15	1	1	1	1	1	0	1	1
ATP-synt_E	PF05680.17	1	1	1	1	1	0	1	1
Tfb2_C	PF18307.6	0	1	1	1	1	1	1	1
COG3_C	PF20671.2	1	1	1	0	1	1	1	1
TLP1_add_C	PF18313.6	1	1	1	1	1	1	1	0
Motile_Sperm	PF00635.31	1	1	1	0	1	1	1	1
COG5_N	PF10392.14	0	1	1	1	1	1	1	1
PolyA_pol	PF01743.25	0	1	1	1	1	1	1	1
PNRC	PF15365.11	0	1	1	1	1	1	1	1
DUF4440	PF14534.11	1	0	1	1	2	1	1	0
BetaGal_dom3	PF13363.11	0	0	0	0	2	1	2	2
Myb_DNA-bind_7	PF15963.10	1	1	1	0	1	1	1	1
RNA_pol_Rpc82	PF05645.18	1	1	1	1	1	1	0	1
SRP68	PF16969.10	0	1	1	1	1	1	1	1
EF1_GNE	PF00736.24	1	1	1	1	1	1	0	1
PROCN	PF08083.16	1	1	1	1	1	1	1	0
Vta1	PF04652.21	1	1	1	1	1	1	1	0
TmcA_N	PF08351.16	1	1	1	1	1	1	0	1
Fer2_4	PF13510.11	1	0	1	1	1	1	1	1
DUF6699	PF20415.3	1	1	1	1	1	0	1	1
RNA_pol_Rpc34	PF05158.17	1	1	1	1	0	1	1	1
Sec16	PF12932.12	0	1	1	1	1	1	1	1
FAM210A-B_dom	PF06916.18	1	1	1	1	1	0	1	1
Sld3_STD	PF08639.15	1	0	1	1	1	1	1	1
DUF2415	PF10313.14	0	1	1	1	1	1	1	1
PH_BEACH	PF14844.11	1	1	1	1	1	1	1	0
Glyco_transf_5	PF08323.16	0	0	1	1	2	2	1	0
4HB	PF17947.6	0	1	1	1	1	1	1	1
MgsA_C	PF12002.13	1	1	1	1	0	1	1	1
Rft-1	PF04506.18	1	0	1	1	1	1	1	1
COG2_N	PF06148.16	1	0	1	1	1	1	1	1
Senescence	PF06911.17	0	1	1	1	1	1	1	1
PIG-F	PF06699.16	1	1	1	1	0	1	1	1
PGDH_inter	PF19304.4	0	1	1	1	1	1	1	1
Plug_translocon	PF10559.14	1	1	1	1	1	0	1	1
CDC37_C	PF08564.15	0	1	1	1	1	1	1	1
ATP-synt_10	PF05176.19	0	1	1	1	1	1	1	1
TPR_EMC2	PF22890.1	1	1	0	1	1	1	1	1
Pinin_SDK_memA	PF04696.18	1	0	1	1	1	1	1	1
Disintegrin	PF00200.28	1	1	0	1	1	1	1	1
DLIC	PF05783.16	1	1	1	1	0	1	1	1
FGAR-AT_linker	PF18072.6	1	1	1	1	1	0	1	1
Etd1	PF20162.4	1	1	1	0	1	1	1	1
DUF1687	PF07955.16	1	1	1	1	0	1	1	1
NopRA1	PF16201.10	0	1	1	0	1	1	1	1
TUG-UBL1	PF11470.13	1	1	0	1	1	1	1	1
OCRL-like_ASH	PF21310.2	1	0	1	1	1	1	1	1
Wyosine_form	PF08608.17	0	1	1	1	1	1	1	1
MUN	PF06292.22	1	0	1	1	1	1	1	1
Erf4	PF10256.14	1	1	1	1	1	1	1	0
Heme_oxygenase	PF01126.25	1	1	1	1	1	1	1	0
zf-LYAR	PF08790.16	0	1	1	1	1	1	1	1
Prenylcys_lyase	PF07156.19	1	1	0	0	1	1	1	1
DUF2417	PF10329.14	1	1	1	1	1	0	1	1
Ariadne	PF19422.4	1	1	1	1	0	1	1	1
MATH_2	PF22486.1	1	0	1	1	1	1	1	1
DOCK-C2	PF14429.11	1	1	1	1	1	1	1	0
Rieske_2	PF13806.11	1	0	1	1	1	1	1	1
AMPKBI	PF04739.20	1	1	1	0	1	1	1	1
NADH_u_ox_C	PF12853.12	1	0	1	1	1	1	1	1
SAP18	PF06487.17	1	1	1	1	1	1	0	1
mTOR_dom	PF11865.13	1	0	1	1	1	1	1	1
EMC1_C	PF07774.18	1	1	1	1	1	0	1	1
ATG7_N	PF16420.10	0	1	1	1	1	1	1	1
Rpn13_ADRM1_Pru	PF04683.18	0	1	1	1	1	1	1	1
Afi1	PF07792.17	1	1	0	1	1	1	1	1
RTC4	PF14474.11	1	1	1	1	1	0	1	1
Hap4_Hap_bind	PF10297.14	1	1	1	1	0	1	1	1
CLN3	PF02487.22	1	1	1	1	1	1	0	1
Ribosomal_L6e	PF01159.24	1	0	1	1	1	1	1	1
3-HAO	PF06052.17	1	0	1	1	1	1	1	1
Coatamer_beta_C	PF07718.17	1	1	1	0	1	1	1	1
HBB	PF06777.16	0	1	1	1	1	1	1	1
CDC37_N	PF03234.19	0	1	1	1	1	1	1	1
Stc1	PF12898.12	1	1	1	0	1	1	1	1
TRF	PF08558.15	1	0	1	1	1	1	1	1
GWT1	PF06423.17	0	1	1	1	1	1	1	1
CENPU	PF20994.2	0	1	1	1	1	1	1	1
Trm112p	PF03966.21	1	1	1	0	1	1	1	1
Oxidored-like	PF09791.14	1	1	0	1	1	1	1	1
Dynactin_p62	PF05502.18	0	1	1	1	1	1	1	1
Tra1_central	PF20175.3	1	1	1	0	1	1	1	1
Ribosomal_L18_c	PF14204.11	1	1	1	1	0	1	1	1
DUF1223	PF06764.16	2	0	1	1	0	1	0	2
NSUN5_fdxn-like	PF21148.2	1	1	1	1	1	0	1	1
PDCD2_C	PF04194.18	1	0	1	1	1	1	1	1
Spo12	PF05032.17	1	1	1	0	1	1	1	1
RFC_C	PF22534.1	1	1	1	1	1	0	1	1
RNA_pol_Rpb1_7	PF04990.17	0	1	1	1	1	1	1	1
Img2	PF05046.19	1	0	1	1	1	1	1	1
DUF747	PF05346.16	1	1	1	1	1	0	1	1
MRP-S28	PF10213.14	1	0	1	1	1	1	1	1
PAN2_N	PF20770.2	0	1	1	1	1	1	1	1
Dyp_perox_C	PF20628.2	0	1	1	1	1	1	1	1
Nuf2_DHR10-like	PF18595.6	1	1	1	1	1	0	1	1
PROCT	PF08084.16	1	1	1	1	1	1	1	0
DUSP	PF06337.17	0	1	1	1	1	1	1	1
TMEM208_SND2	PF05620.16	1	1	1	1	1	1	1	0
Rcd1	PF04078.18	1	1	1	0	1	1	1	1
CactinC_cactus	PF09732.14	1	0	1	1	1	1	1	1
DUF1348	PF07080.16	1	0	1	1	1	1	1	1
SAE2	PF08573.15	1	1	1	1	1	0	1	1
Not3	PF04065.20	1	0	1	1	1	1	1	1
L31	PF09784.14	0	1	1	1	1	1	1	1
AICARFT_IMPCHas	PF01808.23	1	1	1	1	0	1	1	1
Mus7	PF09462.15	0	1	1	1	1	1	1	1
Band_7_C	PF16200.10	1	1	1	0	1	1	1	1
MSL3_chromo-like	PF22732.1	1	1	1	1	1	1	0	1
TFIID_30kDa	PF03540.18	0	1	1	1	1	1	1	1
PC4	PF02229.21	1	1	1	0	1	1	1	1
Vezatin	PF12632.12	0	1	1	1	1	1	1	1
IFRD	PF05004.18	1	1	1	1	1	1	1	0
MSA-2c	PF12238.13	0	1	1	1	1	1	1	1
PHY	PF00360.25	0	2	1	1	1	1	0	1
Rav1p_C	PF12234.13	1	1	1	1	1	1	0	1
Nrap_D2	PF17403.7	1	1	1	1	1	1	1	0
TOPRIM_C	PF16898.10	1	1	1	0	1	1	1	1
TREH_N	PF19291.4	1	1	0	1	1	1	1	1
SYS1	PF09801.14	1	1	0	1	1	1	1	1
Tup_N	PF08581.15	1	1	1	0	1	1	1	1
SNRNP27	PF08648.17	1	1	1	0	1	1	1	1
Ribosomal_L22e	PF01776.22	1	0	1	1	1	1	1	1
Trs65	PF12735.12	1	1	0	1	1	1	1	1
VTT_dom	PF09335.16	0	1	1	1	1	1	1	1
PRP8_domainIV	PF12134.13	1	1	1	1	1	1	1	0
Topoisom_I_N	PF02919.20	1	1	0	1	1	1	1	1
Ribophorin_I	PF04597.19	1	1	1	1	1	0	1	1
LsmAD	PF06741.18	0	1	1	1	1	1	1	1
Nbl1_Borealin_N	PF10444.14	0	1	1	1	1	1	1	1
FBPase	PF00316.25	1	0	1	1	1	1	1	1
Vta1_C	PF18097.6	1	1	1	1	1	1	1	0
DUF4185	PF13810.11	1	1	0	0	1	2	1	1
HECT_2	PF09814.14	0	1	1	1	1	1	1	1
TrAA12	PF22807.1	1	1	1	0	1	1	1	1
DnaB_C	PF03796.20	0	1	1	1	1	1	1	1
VPS15-like_hel	PF22956.1	1	1	1	1	1	0	1	1
PAS_2	PF08446.16	0	2	1	1	1	1	0	1
GSH_synthase	PF03199.20	1	1	0	1	1	1	1	1
DUF2420	PF10336.14	0	1	1	1	1	1	1	1
ACP_syn_III	PF08545.15	1	1	1	0	1	1	1	1
Ham1p_like	PF01725.21	1	1	1	1	1	1	1	0
She9_MDM33	PF05546.16	1	1	1	0	1	1	1	1
Ecm29	PF13001.12	0	1	1	1	1	1	1	1
Apc13p	PF05839.16	1	1	1	1	1	0	1	1
DUF3384	PF11864.13	1	1	1	1	0	1	1	1
DOPA_dioxygen	PF08883.16	1	1	1	1	1	1	1	0
PI31_Prot_N	PF11566.13	1	1	1	1	1	1	0	1
Porphobil_deamC	PF03900.20	1	1	0	1	1	1	1	1
Tra1_ring	PF20206.3	1	1	1	0	1	1	1	1
NRDE-2	PF08424.15	1	1	1	1	0	1	1	1
EPSP_synthase	PF00275.25	1	1	1	0	1	1	1	1
DNA_pol_A	PF00476.25	1	0	1	1	1	1	1	1
Fer4_12	PF13353.11	0	2	1	0	1	0	1	2
DNA_pol_delta_4	PF04081.18	1	1	0	1	1	1	1	1
HOOK_N	PF19047.5	1	0	1	1	1	1	1	1
MJ1316	PF04457.17	0	1	1	1	1	1	1	1
Nrap_D5	PF17406.7	1	1	1	1	1	1	1	0
TMEM33_Pom33	PF03661.18	1	1	1	1	1	0	1	1
Sec8_C	PF20652.2	1	1	1	1	1	1	1	0
Vps52_C	PF20655.2	1	0	1	1	1	1	1	1
ECM11	PF15463.11	1	0	1	1	1	1	1	1
SWI-SNF_Ssr4_C	PF20497.3	1	1	1	0	1	1	1	1
Vps55	PF04133.19	1	1	0	1	1	1	1	1
Rick_17kDa_Anti	PF05433.20	1	1	1	1	1	0	2	0
Mid1	PF12929.12	1	1	1	1	1	0	1	1
AAA_29	PF13555.11	1	1	0	1	1	1	1	1
BOP1NT	PF08145.17	0	1	1	1	1	1	1	1
Peptidase_M43	PF05572.18	1	2	0	1	1	1	0	1
DUF2015	PF09435.15	1	1	1	1	1	1	0	1
Kinesin_assoc	PF16183.10	1	1	1	1	1	1	1	0
Beach	PF02138.23	1	1	1	1	1	1	1	0
PGAP2IP_TM_1nd	PF23022.1	1	1	1	1	1	1	0	1
Not1	PF04054.20	1	1	1	1	0	1	0	1
Pterin_4a	PF01329.24	1	0	1	1	1	1	1	1
zf-CHCC	PF10276.14	0	1	1	1	1	1	1	1
MMU163	PF17119.10	1	0	1	1	1	1	1	1
ATG16	PF08614.16	0	1	1	1	1	1	1	1
DASH_Duo1	PF08651.15	1	1	1	1	1	1	1	0
DUF2278	PF10042.14	1	0	1	1	1	1	1	1
GCN5L1	PF06320.18	1	0	1	1	1	1	1	1
TERT_C	PF21399.2	1	1	1	1	1	1	1	0
Sec16_C	PF12931.12	0	1	1	1	1	1	1	1
Btz	PF09405.15	1	0	1	1	1	1	1	1
SLBB	PF10531.14	1	1	1	1	1	0	1	1
CMS1	PF14617.11	1	0	1	1	1	1	1	1
tRNA_bind_2	PF13725.11	1	1	1	1	1	1	0	1
Ribosomal_L37	PF08561.15	1	1	1	0	1	1	1	1
Kin17_mid	PF10357.14	1	0	1	1	1	1	1	1
Complex1_51K	PF01512.22	1	1	1	1	1	0	1	1
SAP30_Sin3_bdg	PF13867.11	0	1	1	1	1	1	1	1
Med18	PF09637.15	1	1	1	1	1	1	1	0
LTN1_E3_ligase_6th	PF22999.1	1	1	1	1	1	0	1	1
Nucleos_tra2_N	PF01773.25	1	1	1	1	1	0	2	0
Apq12	PF12716.12	1	1	1	0	1	1	1	1
DIM1	PF02966.21	1	1	0	1	1	1	1	1
